,User,Date Created,Number of Likes,Source of Tweet,Tweet
2345,Yoann_97,2023-01-31 11:33:01+00:00,1,Twitter for Android,@HaryOwl POV : Amazon Prime Vidéo ne veux pas fonctionner avec toi parce que ta mère https://t.co/KJrrWacxL2
2346,promo_nerd,2023-01-31 11:32:48+00:00,0,Twitter Web App,"OFERTA - Amazon 

💅 Johnson's Baby Blackinho Poderoso - Condicionador
 
💵 R$39,00
🚚 Frete Grátis Prime

🔗https://t.co/EtDtuXkvXj
🔗https://t.co/EtDtuXkvXj
🔗https://t.co/EtDtuXkvXj https://t.co/jPqmEpzwVv"
2347,Alive3000,2023-01-31 11:32:27+00:00,0,Twitter Web App,"&gt;2023年2月1日配信
&gt;『エルピス —希望、あるいは災い—』
やった。入った。見よう。

浅野忠信と真田広之も出演した実写映画『モータルコンバット』が配信！2月のAmazon Prime Videoコンテンツが発表 @IGNJapan https://t.co/OYXhljdHfS"
2348,promo_nerd,2023-01-31 11:32:08+00:00,0,Twitter Web App,"OFERTA - Amazon 

💅 Johnson's Baby Blackinho Poderoso - Shampoo
 
💵 R$29,00
🚚 Frete Grátis Prime

🔗https://t.co/8PGyMZNtZb
🔗https://t.co/8PGyMZNtZb
🔗https://t.co/8PGyMZNtZb https://t.co/58nExPX1dQ"
2349,BeyondGamesbiz,2023-01-31 11:32:00+00:00,1,Buffer,"https://t.co/CYaBiwccCc 
Fallout's 1950s-esque post-apocalypse is coming to Amazon Prime. Remember the Red Rocket Filling Station from Fallout 4? One fan snapped photos of the station set being built for the upcoming live-action series.

#fallout  #videogame #tvshow #AmazonPrime"
2350,SUKHJit20890126,2023-01-31 11:31:45+00:00,0,Twitter for Android,@amazonIN  @amazonIN #Amzon #AmazonPrime  kya Deleravy person hai #Amazon  ke https://t.co/ZcOLEKIfQR
2351,twinmoon19y10,2023-01-31 11:31:07+00:00,7,Twitter Web App,"わ～い❣️うれしいお知らせ😆💕

これでついに 
Amazon Prime と契約決定だね😅"
2352,twaydxx,2023-01-31 11:31:04+00:00,2,Twitter for Android,wtb amazon prime #zonauang
2353,promo_nerd,2023-01-31 11:31:00+00:00,0,Twitter Web App,"OFERTA - Amazon 

💅 Johnson's Baby Blackinho Poderoso - Creme para pentear
 
💵 R$36,00
🚚 Frete Grátis Prime

🔗https://t.co/dFprI7GPSA
🔗https://t.co/dFprI7GPSA
🔗https://t.co/dFprI7GPSA https://t.co/VIaMmb5dwq"
2354,discountsdeck,2023-01-31 11:30:30+00:00,2,Twitter Web App,"Flat 50% Off On Bajaj 100% Pure Coconut Oil 600 ml

MRP: Rs 249

Deal Price: Rs 124 (Free Delivery For Prime)

Link: https://t.co/m7xXLQf1ZR

#Amazon #Ad"
2355,imy_nayu_me,2023-01-31 11:30:22+00:00,0,Twitter for iPhone,[#4] The Amazing Spider-Man 2 |  Marc Webb | 2014 | Amazon Prime Video https://t.co/jPJJdI0nzW
2356,imy_nayu_me,2023-01-31 11:30:19+00:00,1,Twitter for iPhone,[#3] The Amazing Spider-Man | Marc Webb | 2012 | Amazon Prime Video https://t.co/e8GJdxSph0
2357,LS_Shopping,2023-01-31 11:30:12+00:00,0,IFTTT,"📍 Adidas Core 18 HDE, Felpa con Cappuccio Uomo, Rosso (Power Red/White), L

🛒 https://t.co/YUIWnY1mlA

💰 A soli 18,68 invece di 39,95
💸 Risparmi 21,27 (54%)
54,831 Recensioni: 4.6 / 5.0 ⭐️⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #Felpeconcappuccio"
2358,LS_Shopping,2023-01-31 11:30:12+00:00,0,IFTTT,"📉 MINIMO STORICO 📉

📍 Skechers UNO Lite in My Zone, Sneaker, Black, 32 EU

🛒 https://t.co/f2MVA2Q9qB

💰 A soli 17,14 invece di 54,95
💸 Risparmi 37,81 (69%)
102 Recensioni: 4.5 / 5.0 ⭐️⭐️⭐️⭐️⭐️
🛒 Spedizione Gratuita con Amazon Prime 

#Moda #Sneakercasual"
2359,TshirtPainter,2023-01-31 11:30:00+00:00,0,TweetDeck,"With God all things are Possible Bible Verse Design T-Shirts hoodies  Mathew 19-26  #ChristianShirts #Faith #Jesus #AmazonPrime #Amazon #Ad   https://t.co/DgITFzBG0L  

https://t.co/3PY1dulR6P"
2360,JosiPromocao,2023-01-31 11:29:48+00:00,1,Twitter Web App,"*🚚FRETE GRÁTIS🚚 (AMAZON PRIME)*

-* Kit 6 Cuecas Boxer Algodão, Mash, Masculino *

🔥🔥 *R$76,10 À vista*

✅*Acesse* &gt;&gt;&gt; https://t.co/IOB2ASy5BE https://t.co/l1Eqxsp50f"
2361,JosiPromocao,2023-01-31 11:29:47+00:00,1,Twitter Web App,"🚚FRETE GRÁTIS🚚 (AMAZON PRIME)
Flat Mop com Balde 6L Rayco
🔥🔥 R$52,28
✅Acesse &gt;&gt; https://t.co/yo2GlHMks0 https://t.co/y2KQqYBZjp"
2362,kakicchysmusic6,2023-01-31 11:29:41+00:00,0,twittbot.net,https://t.co/MaMFRaEuwW: 2nd Generation Album (2015 Remaster) [Clean]: kakicchysmusic: MP3 Downloads https://t.co/S65jwfUt1z #Amazon #Prime
2363,herzindagi,2023-01-31 11:28:42+00:00,0,Twitter Web App,"5 OTT Releases To Watch On Netflix, Amazon Prime, Hotstar, Sony LIV In February 2023
#OTT #Netflix #amazonprime #hotstar #SonyLIV
https://t.co/Zu63uVWuGe"
2364,itssoprano,2023-01-31 11:28:20+00:00,0,Twitter Web App,เมื่อคืนสั่งของไปตอน 3-4 ทุ่ม ตอนนี้ก็คือยังไม่เที่ยง แต่ขึ้น out for delivery แล้ว อห นายแน่จริงๆ amazon prime
2365,AmazonHelp,2023-01-31 11:27:08+00:00,0,Sprinklr,"@JaYaarYahanSe We get your concern regarding Amazon Prime free trial. Please be informed, in order to leverage free trial, you will be required to turn-on auto-renew. To set up auto-renew, you'll be required to enter card details so, we can verify your card and start your trial period.

- Navya"
2366,TrevannRogers,2023-01-31 11:27:02+00:00,1,Triberr,Amazon Launches RxPass: a $5 Generic Prescription Drug Subscription Program for Prime Members #Amazon #Health https://t.co/TBWw3ErhTL via @wonderoftech https://t.co/IMcNvYkFbH
2367,DmitryOpines,2023-01-31 11:25:37+00:00,720,Twitter for Android,"You have Netflix, Amazon Prime and every talented young person on the planet competing to entertain you on TikTok and YouTube, for the love of all that's holy just elect boring, effective leaders."
2368,Iam_KING24,2023-01-31 11:25:27+00:00,0,Twitter for iPhone,"still good to this day, binge watch the series on amazon prime"
2369,to_xi_ci_ty,2023-01-31 11:24:23+00:00,0,Twitter for iPhone,@Graham__Hancock If netflix cancels ancient apocalypse im buying lifetime subscription of amazon prime
2370,estebanmancuso,2023-01-31 11:23:42+00:00,0,Buffer,"Muy interesante desde el modelo de negocio de la pyme la decision de entregar o no una actividad clave a Amazon con su Buy with Prime. Es conveniente? la respuesta es ""depende"" de dónde radique tu valor propuesto! #strategy #jtbd https://t.co/bucNYBmXTR"
2371,JoanaRiberio,2023-01-31 11:23:40+00:00,0,Twitter for iPhone,"@gavemoon O máximo q eu já tive foi 4( Netflix, hbo max, globoplay e Amazon prime) e a única q eu pagava era a hbo 😋"
2372,bananamize,2023-01-31 11:23:04+00:00,1,Twitter Web App,"🔥 *3 Velocidades* 🔥

🔺🔺 *Climatizador de Ar Britânia 3 Em 1 Bcl01f 110v 110v*
🛒 Compre aqui: https://t.co/IzRvE9HnRl

💵💳 *R$ 296,99 à vista* ou em até *5x R$ 59,43 sem juros*

📦 Frete Grátis c/ Amazon PRIME"
2373,osusumewotweet,2023-01-31 11:22:53+00:00,0,osusumewotweet,"Amazonプライムの学生限定プランは、
 
 おためし 6ヶ月無料 体験🎉
 ＆
 月額料金が半額の250円／月
 
 minaやSweetなどの雑誌・本も読み放題！
 
 Amazon prime studentの
 サービス詳細はこちらから⏬
 https://t.co/wUB8clXpz9"
2374,powerprems,2023-01-31 11:22:41+00:00,0,Twitter Web App,"— 1m shared account 
     
grammarly : 20.00                                      
viu ph based : 30.00                                                    
quillbot : 40.00            
amazon prime video : 50.00
disney plus : 90.00    

mop: gcash / maya / paypal (+)"
2375,AmazonHelp,2023-01-31 11:21:59+00:00,0,Sprinklr,@shruteabutcoffi We're sorry to know that your facing difficulty in subscribing to Amazon Prime Videos. Could you please let us know the mode of payment used for purchase and also the error your getting. ? -Mohammed
2376,BaronBaleron,2023-01-31 11:21:18+00:00,1,Twitter Web App,@ckwadrat @Reparationen A miałem zacząć oglądać. To sobie daruję. Jak chcą Panowie coś z Sci-Fi to na HBO nawet niezłe jest Wychowane Przez Wilki. Ale nie przebije The Expanse na Amazon Prime.
2377,Fudeorca,2023-01-31 11:21:08+00:00,23,Twitter Web App,"テイキング・チャンスっていう映画
アメリカの19歳の兵士がイラクで死亡して、その遺体を本国に持ち帰って葬儀をする一連のプロセスを丁寧に描写した映画なんだけど、これを見ると戦争についての見方がちょっと変わると思う。

ちょっと前までAmazonPrimeで長いこと無料だったんだけどね・・・。"
2378,ParanormalNews4,2023-01-31 11:21:02+00:00,0,dlvr.it,Everything Coming To Amazon Prime Video In February 2023 - High on Films https://t.co/3eISSi8a6S #ParanormalNews #Paranormal
2379,ss222pp,2023-01-31 11:20:36+00:00,1,Botbird tweets,"AmazonのPrime会員向けに

嵐のRecord Memoriesが
独占配信開始！

⇒https://t.co/HfTbmlpd8k

嵐が5人だから見られた景色
観客が5人と一緒に見た景色を記録した
嵐に初のライブ・フィルム

プライム会員30日間無料
⇒https://t.co/YQBVlngFVc

#ARASHI #嵐5x20FILM #嵐 
1/31/20:20"
2380,MarinaJFleming7,2023-01-31 11:20:25+00:00,0,Twitter for Android,"@Diving_Dxb @Rachael_Swindon @KemiBadenoch I don't care if in rules. They are greedy, it's morally wrong, when the country is struggling. So you think it's fine and MP claiming for Amazon Prime, utilities etc?"
2381,boqli1,2023-01-31 11:20:00+00:00,0,sociaI,"Your Amazon packages 🎁shipped faster for free 
One month #free #Amazon Prime trial
students get 6 month 👀 free
click to signup

https://t.co/F1UgctObvD https://t.co/bNbwb7jg1Y"
2382,JosiPromocao,2023-01-31 11:19:37+00:00,1,Twitter Web App,"*🚚FRETE GRÁTIS🚚 (AMAZON PRIME)*

-* Kit 6 Cuecas Slip Algodão, Mash, Masculino *

🔥🔥 *R$59,24 À vista*

✅*Acesse* &gt;&gt;&gt; https://t.co/xAAe0PQemW https://t.co/8PEaa2hJJc"
2383,aunty_temi,2023-01-31 11:19:16+00:00,1,Twitter for iPhone,Imade on Amazon prime is a very educational movie
2384,dongsichngwin,2023-01-31 11:19:05+00:00,1,Twitter for iPhone,"need amazon prime video yg ada wa fan full garansi, nnti aku lgsg wa thanks #zonaba"
2385,MK_USA1,2023-01-31 11:18:58+00:00,0,Twitter for iPhone,"@EricEstepp17 If NASCAR goes streaming please be Amazon, I already have prime and don’t need to be paying for another subscription, especially since NFL is moving to YouTube"
2386,o7EqTO6HgoVX6Vt,2023-01-31 11:18:27+00:00,4,Botbird tweets,"『 #罠の戦争 』
▷https://t.co/OYgC1zfnCp

もう放送済みの回がアマプラで観られるようになってる！！
もう一度観たい人、見逃した人には有り難いね🙏🏻

つよぽんの演技ほんと迫力があって凄い✨✨

#草彅剛 
Amazon Prime Video #Ad"
2387,avragorn,2023-01-31 11:18:01+00:00,1,Twitter Web App,"Pour les connaisseurs, cette photo est tirée du nanar ""ABOMINABLE"" réalisé par Ryan SCHIFRIN (fils de Lalo, célèbre compositeur de Musiques de Films et Séries), nanar que personnellement j'aime beaucoup. Il vient d'être ajouté à la chaîne INSOMNIA sur Amazon Prime Video."
2388,grahamcox82,2023-01-31 11:18:00+00:00,1,Twitter for Android,To the people making scam calls saying that my Amazon Prime renewal is coming out soon - can I go with you please? What your claiming I'm about to be billed is notably cheaper than the actual cost from Amazon!
2389,osusumewotweet,2023-01-31 11:17:53+00:00,0,osusumewotweet,"Amazonプライムの学生限定プランは、
 
 おためし6ヶ月無料体験🎉
 ＆
 月額料金が半額の250円／月！
 
 Amazon prime studentの
 サービス詳細はこちらから⏬
 https://t.co/wUB8clXpz9"
2390,calkai123,2023-01-31 11:17:38+00:00,0,Twitter Web App,"アマゾン クーポン！
【商品】[Amazon限定ブランド] キリン LAKURASHI 自然が磨いた天然水 2リットル ペットボトル ミネラルウォーター × 9本
【割引】10%OFF！
#アマゾン #Amazonプライム #AmazonPrime #食品・飲料・お酒
https://t.co/hqQ9PhNBhi"
2391,JosiPromocao,2023-01-31 11:17:17+00:00,1,Twitter Web App,"*🚚FRETE GRÁTIS🚚 (AMAZON PRIME)*

-* Ventilador Samatra 220V 3P, Tron, Preto *

🔥🔥 * R$182,23 em 3x*

✅*Acesse* &gt;&gt;&gt; https://t.co/4skqYsjeWj https://t.co/1XPCmPhQ6a"
2392,_3256sb,2023-01-31 11:15:46+00:00,1,Twitter for iPhone,いらないからってお下がりAmazon Kindle貰ったんですけど、何かお勧めの本ないだろうか…皆様知っての通り辻村深月みたいな感じのミステリー系な最後にどんでん返しある系が好きなんだが…。てかprimeで無料で読める小説本少なすぎて震えた。まぁ普通に考えればそうか…
2393,hanchou0120,2023-01-31 11:15:31+00:00,0,hanchanss,"➡おすすめのAmazonprimeのアニメです

✔#03 『親友の秘密』『デートしようぜ！』
https://t.co/oA2p0N84bQ
#ad"
2394,Jonhyks,2023-01-31 11:15:16+00:00,0,Twitter for Android,@vmontyman @QuidVacuo Creo que està para comprar o alquilar en Amazon prime
2395,CamperOfertas,2023-01-31 11:15:10+00:00,0,IFTTT,"AMAZON  ⛔️36,99€  ✅27,69€ 📦Gratis con Prime

🎟 Aplicar cupón de 2€
🌏 https://t.co/q9q1wjyXjM

Jonwall Calentador de Manos Recargable, 5000mAhx2 Calentadores de Manos Reutilizable Calentador de Bolsillo Eléctrico Portátil Funciona con Pilas USB, Gran Regalo para Mujeres … https://t.co/HuZPVUl04q"
2396,Browcio11,2023-01-31 11:14:08+00:00,0,Twitter for Android,"@its_the_Dr Ships and sold by Amazon.
Free 2 days shipping with Prime"
2397,eririn097,2023-01-31 11:13:55+00:00,0,Twitter for iPhone,"@kidsdesignjp @BenQJapan キッズデザイン協議会様、
BenQ Japan様
#キッズデザイン賞 受賞
おめでとうございます🎊

1番観やすい位置に映せるのは嬉しいです！
Amazon primeやHuluなどにも
対応しているのでリラックスした空間で
子どもたちとたくさん映画や
アニメを楽しみたいです✨

素敵なキャンペーン参加させてください🙇‍♀️"
2398,momo51222032,2023-01-31 11:13:53+00:00,0,gas_bot01,"Amazon Prime
対象チャンネルが2ヶ月10円
正月番組に飽きたらhttps://t.co/eAOMChZafv
0131: 0813
#ad"
2399,carysjordaan,2023-01-31 11:13:53+00:00,1,Twitter for iPhone,@LauraJo_OTP Amazon Photos - best thing I ever downloaded! It’s free storage if you have Amazon prime and I pay like £2 a month for video storage too! Automatically uploads from your camera roll
2400,GemiusTurkiye,2023-01-31 11:13:30+00:00,1,Twitter for iPhone,"2022’de sektörlerin GRP’ye göre ağırlıklarında kayda değer farklılıklar görüldü. Sıralamaya bakıldığında perakende sektörünün gerilediği fark edilirken, Disney Plus ve Amazon Prime’ın Türkiye’de izleyicileriyle buluşmasıyla medya endüstrisi nin öne çıktığı dikkat çekti. https://t.co/TvqZmIIDiu"
2401,qooqoo07,2023-01-31 11:13:22+00:00,0,Botbird tweets,"ドラマ「赤いナースコール」
Amazon Prime videoのレンタルで見れるよ
▶︎ https://t.co/FTDgUBJcPp

放送を見逃した人におすすめだよ
主題歌「Sleepless」もまた聴きたくなるね🎵

#赤ナス
#佐藤勝利( #SexyZone) 福本莉子　橋本淳"
2402,appuavrulocal,2023-01-31 11:12:58+00:00,23,Twitter for Android,"Suggest good movie 
AMAZON PRIME and NETFLIX"
2403,promobyte_,2023-01-31 11:12:51+00:00,0,Twitter for Android,"[Amazon] Leave-in Amend Expertise Termo-Ativado Liso Sem Química 180g

💰 R$28,06

🛒Compre na Amazon👇🏻
👉🏻 https://t.co/tkxaVugKX0

📦 Frete grátis no Prime https://t.co/p0OWmeBN5M"
2404,Finetwork,2023-01-31 11:12:24+00:00,3,Twitter Web App,POV: Tener Amazon Prime + GIGAZOS de Finetwork y no dormir en toda la noche. OK. https://t.co/e8DpwfOODS
2405,Airhearse,2023-01-31 11:12:23+00:00,4,Twitter Web App,"Amazon Originalドラマ「エンジェルフライト　国際霊柩送還士」はPrime Videoにて3月17日(金)より世界同時配信。
#米倉涼子 
#松本穂香
#城田優
#矢本悠馬
#野呂佳代
#遠藤憲一
#徳井優
#向井理
#草刈民代
#古沢良太
#香坂隆史
#堀切園健太郎
#エンジェルフライト
#エンジェルフライト国際霊柩送還士 https://t.co/hfg3jMITcn"
2406,Adelinho934_,2023-01-31 11:12:03+00:00,58,Twitter for iPhone,L’attaque Sanchez - Vitinha - Malinovskyi tous les week-end en 4K sur Amazon Prime. https://t.co/nVTCSUyOw9
2407,BeyondGamingBe,2023-01-31 11:11:50+00:00,2,Twitter Web App,"De filmreleases van februari 2023
https://t.co/OWeZOMZ7a6

#film #filmreview #movies #Kinepolis #amazonprime #netflix #movie #filmrelease #movierelease"
2408,Pada1r,2023-01-31 11:11:49+00:00,16,Twitter Web App,"@SoniaPoulton @marklowen @PedroZegrePenim It's only a matter of time when babies will be available on Amazon, delivered within a week (next day if you are a Prime customer).

I wonder what the returns policy will be?"
2409,ayano_go_new,2023-01-31 11:11:44+00:00,25,Twitter for iPhone,"ペロリ
え、かわいい。かわよ。
豚汁。リンゴ。オム◯◯。青のりと女性大好き。どっちかって言うと女性の方が好き。子供たちに会いたい。
しょうもない毎日に乾杯。
Amazon primeのこれ面白かった。今日で観れなくなるからギリギリチョップ。
今日は豚汁焦がさない
#晩酌　#猫好きさんと繋がりたい https://t.co/9R5umLYYK7"
2410,JosiPromocao,2023-01-31 11:11:09+00:00,1,Twitter Web App,"*🚚FRETE GRÁTIS🚚 (AMAZON PRIME)*

-* Duo Shower Quadra Multitemperaturas 220V 7500W, Lorenzetti, 7511042, Branco, Pequeno *

🔥🔥 *R$177,81 em 3x*

✅*Acesse* &gt;&gt;&gt; https://t.co/LPalHdsM3D https://t.co/K4Dh4mMq7y"
